vehicle_id,trip_id,date_vtc,location
00654,d2d6bfd5-83ae-4bd6-bb9d-d785316b0fec,2021-09-07 02:16:33,POINT(2.31166449265 48.873145809)
00654,c3ab20fd-1e88-4a33-9017-80dcb661f3ed,2021-09-06 22:51:37,POINT(2.3432826252 48.8793899515)
00654,e93b5c42-db55-4f17-817d-77b0951facf1,2021-09-14 18:01:34,POINT(2.32059629065 48.8656062835)
00654,9a05e361-0930-4811-aca7-379628d75c1b,2021-09-03 02:02:34,POINT(2.30513325045 48.874724698)
00654,21f577a1-11b4-489c-b31b-ff0fa211320f,2021-09-06 17:50:14,POINT(2.3072959134 48.874127286)
00654,bcec3304-ee21-4458-9aef-8e28add1bfd6,2021-09-12 15:35:52,POINT(2.31460571425 48.873686335)
00654,f5039145-d150-46b7-afe1-6bda8d4fbe09,2021-09-14 21:51:54,POINT(2.31979610535 48.8636998835)
00654,ea5c02cd-fd69-479b-80b3-87f3900b7df5,2021-09-01 17:09:45,POINT(2.3223696743 48.8784796925)
00654,bcec3304-ee21-4458-9aef-8e28add1bfd6,2021-09-12 15:49:02,POINT(2.3144327012 48.8515768985)
00654,aa324901-48b4-4bc5-9566-8e1cba76a99b,2021-09-11 19:20:38,POINT(2.3121186518 48.880783754)
00654,aa324901-48b4-4bc5-9566-8e1cba76a99b,2021-09-11 19:21:32,POINT(2.30926393675 48.880470863)
00654,f5039145-d150-46b7-afe1-6bda8d4fbe09,2021-09-14 21:56:58,POINT(2.32883603653333 48.872268627)
00654,aa324901-48b4-4bc5-9566-8e1cba76a99b,2021-09-11 19:35:43,POINT(2.3009376843 48.870628018)
00654,af71a9c6-e5df-4622-a138-c968a6a580fa,2021-09-09 17:45:14,POINT(2.3370974091 48.8819215235)
00654,c3ab20fd-1e88-4a33-9017-80dcb661f3ed,2021-09-06 23:48:49,POINT(2.301132324 48.8607974645)
00654,af71a9c6-e5df-4622-a138-c968a6a580fa,2021-09-09 17:45:15,POINT(2.3369460227 48.881793526)
00654,21f577a1-11b4-489c-b31b-ff0fa211320f,2021-09-06 17:50:59,POINT(2.31270257085 48.8721643125)
00654,3467b92c-fe41-4997-9475-b05f87d51287,2021-09-12 19:47:04,POINT(2.33990887093333 48.8790960153333)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 05:52:36,POINT(2.3446018496 48.8771853885)
00654,3467b92c-fe41-4997-9475-b05f87d51287,2021-09-12 20:48:58,POINT(2.321569489 48.865549377)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 06:21:24,POINT(2.304224932 48.8644254625)
00654,ea5c02cd-fd69-479b-80b3-87f3900b7df5,2021-09-01 17:18:01,POINT(2.3266733736 48.873131584)
00654,9ac35327-3d08-44c9-be04-608af55522d3,2021-09-10 18:41:18,POINT(2.3251162563 48.881167754)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 05:59:36,POINT(2.3335938951 48.88335792)
00654,4f58d62b-ecb2-40ad-8a22-8fd31e1c5d7a,2021-09-10 22:36:08,POINT(2.324078178 48.8787641505)
00654,5ab1c6ca-06ba-41c9-97af-579298a6a217,2021-09-09 04:49:50,POINT(2.31540589955 48.8785081385)
00654,aa324901-48b4-4bc5-9566-8e1cba76a99b,2021-09-11 20:18:17,POINT(2.34455859635 48.876061736)
00654,e2dc400a-f494-4f9b-9a42-acbd4fe7630e,2021-09-14 23:52:19,POINT(2.3378110879 48.87227811)
00654,41ef5306-e06c-4e1b-935e-433986e85bf0,2021-09-01 12:39:52,POINT(2.33681626295 48.882405067)
00654,e93b5c42-db55-4f17-817d-77b0951facf1,2021-09-14 17:54:15,POINT(2.3138487822 48.875236759)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 03:28:19,POINT(2.33742180855 48.882262849)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 03:29:29,POINT(2.3456183012 48.8823766235)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 05:21:48,POINT(2.30380681716667 48.8647100003333)
00654,41ef5306-e06c-4e1b-935e-433986e85bf0,2021-09-01 12:37:04,POINT(2.3295064621 48.884396082)
00654,bcec3304-ee21-4458-9aef-8e28add1bfd6,2021-09-12 15:59:39,POINT(2.30191088265 48.862718202)
00654,de408d32-0997-44a1-ab03-6a9b40eeb849,2021-09-14 02:11:04,POINT(2.3202502646 48.8743548725)
00654,d2d6bfd5-83ae-4bd6-bb9d-d785316b0fec,2021-09-07 01:33:29,POINT(2.33086893975 48.8732596045)
00654,3467b92c-fe41-4997-9475-b05f87d51287,2021-09-12 21:12:36,POINT(2.3327937098 48.8721927615)
00654,3467b92c-fe41-4997-9475-b05f87d51287,2021-09-12 19:38:57,POINT(2.3431312388 48.872804421)
00654,c3ab20fd-1e88-4a33-9017-80dcb661f3ed,2021-09-06 23:53:11,POINT(2.29674211815 48.8554759255)
00654,c3ab20fd-1e88-4a33-9017-80dcb661f3ed,2021-09-07 00:15:10,POINT(2.32009887815 48.864183604)
00654,bcec3304-ee21-4458-9aef-8e28add1bfd6,2021-09-12 15:53:09,POINT(2.3122484116 48.8491861025)
00654,9a05e361-0930-4811-aca7-379628d75c1b,2021-09-03 02:02:26,POINT(2.30541439665 48.874724698)
00654,41ef5306-e06c-4e1b-935e-433986e85bf0,2021-09-01 12:34:44,POINT(2.32595969485 48.88308771)
00654,e9d7ee16-fe10-47ea-bdb7-0024eb37bfd4,2021-09-01 15:58:48,POINT(2.3016081098 48.8766164535)
00654,f5039145-d150-46b7-afe1-6bda8d4fbe09,2021-09-14 21:46:18,POINT(2.3235158857 48.8593319635)
00654,256491ff-fff5-4e40-b39a-0a278cec61cc,2021-09-11 05:17:40,POINT(2.32859814365 48.859773041)
00654,c3ab20fd-1e88-4a33-9017-80dcb661f3ed,2021-09-06 23:48:44,POINT(2.30104581745 48.8602567995)
00654,9a05e361-0930-4811-aca7-379628d75c1b,2021-09-03 01:41:54,POINT(2.33705415585 48.872377683)
00654,e9d7ee16-fe10-47ea-bdb7-0024eb37bfd4,2021-09-01 16:05:55,POINT(2.31614120495 48.8752652065)
00654,3467b92c-fe41-4997-9475-b05f87d51287,2021-09-12 20:42:14,POINT(2.30048352505 48.8680674235)
00654,bcec3304-ee21-4458-9aef-8e28add1bfd6,2021-09-12 15:35:45,POINT(2.3148652338 48.873729008)
